Customer_ID,Name,Age,SSN,Occupation,Annual_Income
CUS_0x8a39,Julienf,18,#F%$D@*&8,Manager,26612.6
CUS_0x84af,Rothackerq,31,504-37-8446,Accountant,159319.92
CUS_0x7210,Lisa Baertleind,23,827-85-4562,Architect,13231.53
CUS_0x92e3,Camposu,29,811-73-6476,Journalist,68122.46
CUS_0x7315,Browns,43,792-06-3719,_______,19337.16
CUS_0xc0cd,Lucia Mutikaniy,34,299-13-8784,Engineer,14132.77
CUS_0x5aeb,Flahertyn,27,106-10-6893,Scientist,43139.76
CUS_0x1e91,Karen Freifeldn,49,360-54-9119,Media_Manager,70793.38
CUS_0xc5d1,Emmotto,43,028-44-3271,Developer,33029.66
CUS_0x43bc,Patrick Werrl,36,307-06-8196,Lawyer,22312.07
CUS_0x2999,Palmerz,37,#F%$D@*&8,Mechanic,9530.69
CUS_0x65ca,Ermand,48,880-92-1122,_______,116396.67
CUS_0x70c5,Krista Hughesb,36,331-56-7473,Teacher,38978.06
CUS_0x446,Edwardso,44,767-35-3133,_______,17327.28
CUS_0x7528,,37,932-59-3463,Engineer,57459.36
CUS_0x13bc,Rie Ishiguroi,22,934-82-6083,Engineer,10885.15
CUS_0x4b9c,,44,634-49-7631,Writer,51676.26
CUS_0x6d71,Ed Stoddardn,21,117-40-9536,Manager,58452.18
CUS_0xdc1,Paulb,54,202-07-3535,Journalist,28893.09
CUS_0x1a4a,Paul Taylorj,41,759-42-2499,Developer,12162.055_
CUS_0xb443,Kerbere,21,#F%$D@*&8,Doctor,21271789
CUS_0xa9a,Christiaan Hetznerw,40,809-65-2502,Mechanic,124106.04
CUS_0xd50,Hudsonz,40,943-43-6814,Entrepreneur,43771.85
CUS_0x5883,Annay,34,757-65-2556,Accountant,37898.34
CUS_0xa40d,Muriel Bosellio,55,973-89-7112,Doctor,22133.01
CUS_0x330a,Hirschlerw,41,936-92-2913,_______,43892.31
CUS_0xb4c3,LaCaprao,35,577-67-1646,_______,31341.98
CUS_0x56d6,Ann Saphirj,36,349-72-1106,Journalist,17943.885
CUS_0x174b,Mutikanic,29,942-42-9612,Writer,22709.37
CUS_0x2703,Maltezouc,37,188-67-4231,Doctor,18661.91
CUS_0x837e,Elinor Comlaya,27,363-22-9894,Teacher,22846.31
CUS_0x993a,Valetkevitchk,25,054-60-4996,Architect,26649.48
CUS_0x46ef,Chris Vellacottf,30,867-02-2158,Accountant,9765.685
CUS_0x4abd,Jennifer Sabaq,20_,#F%$D@*&8,Lawyer,94465.32_
CUS_0x432e,Niveditac,19,581-64-0161,Engineer,29489.63
CUS_0x7281,,14,840-14-9434,Architect,54553.59
CUS_0x2491,Alexein,30,202-92-7576,Entrepreneur,17569.87
CUS_0xa780,Halstrickg,25,683-63-4431,Musician,118124.48_
CUS_0x729,Annr,25,#F%$D@*&8,Manager,15648.85
CUS_0x1458,,52,222-55-6808,Developer,28127.13
CUS_0x2eb3,Tomasz Janowskip,18,076-61-7709,Accountant,28876.41
CUS_0x92d6,Ingridd,31,914-52-5784,Accountant,17583.65
CUS_0x2a12,Halpina,20,087-87-0131,Scientist,16038.68
CUS_0x4695,Timothy Gardnerr,22,486-94-2198,Writer,11980.385
CUS_0xae34,Lashy,23,395-84-0690,Architect,33470.66
CUS_0x5d4f,Deepa Seetharamani,39,573-84-2840,Architect,110398.14
CUS_0x245e,Arshadh,43,480-30-7979,Musician,31081.62
CUS_0x4fb8,Kim Dixond,22_,166-21-7041,Musician,31795.08
CUS_0x932a,Skariachanq,29,519-83-5940,Writer,18431.53
CUS_0x9978,Adegokef,28,704-69-3409,Accountant,38305.28
CUS_0xea5,erniee,28,196-98-4126,Doctor,71169.3
CUS_0x3610,Steve Slaters,14,908-07-4890,Mechanic,7371.66_
CUS_0x38b4,Guix,45,050-41-8827,Accountant,56831.7
CUS_0x8cb5,Olivia Orank,24,272-98-1671,Mechanic,21719.9
CUS_0x6ecf,,18,644-77-4350,Engineer,118042.88
CUS_0x8854,,45,761-81-1588,Teacher,8816.71
CUS_0x4e01,Sarah McBridev,38_,475-46-3247,Journalist,39014.5_
CUS_0x14b4,Ingramp,32,377-94-2974,_______,32473
CUS_0x8d77,Yunn,43,607-34-4092,Scientist,80370.32
CUS_0x4da9,Valentina Accardox,33,857-57-9621,Media_Manager,76448.44
CUS_0x8f7e,Katya Wachtelp,32,235-01-7131,_______,35589.97_
CUS_0xb7a4,Luke Bakerx,31,486-84-2079,Journalist,33470.43
CUS_0xb15e,Barrp,25,979-26-9525,Mechanic,123050.2
CUS_0x12be,Matt Scuffhamv,33,157-93-9714,Engineer,15717.275
CUS_0x81e6,Dhanya Skariachanb,20,990-52-8222,Mechanic,22728.9
CUS_0x98cd,Suchitra Mohantyg,18,477-15-2157,Entrepreneur,74800
CUS_0x4470,,38,622-40-1120,Mechanic,39102.56
CUS_0x20ba,,41,595-90-1107,Manager,8135.855
CUS_0x7354,Henryi,51,#F%$D@*&8,Manager,24749.2
CUS_0x8d02,Emmotti,27,109-54-0844,Entrepreneur,29453.84
CUS_0x55d9,Henryl,28,101-49-8877,_______,15701.525
CUS_0x3bd0,Katyax,14,#F%$D@*&8,Entrepreneur,43592.1
CUS_0x19fc,,30,502-11-8830,Teacher,18390.3
CUS_0xbe20,Andrea Shalal-Esae,47,317-36-6374,_______,30162.35
CUS_0x9319,Sarah N.i,30,144-38-5024,Writer,52046.28
CUS_0x4adc,riane,35,392-99-5218,Writer,20295.67
CUS_0x456f,Alwynv,23,013-63-3900,Writer,41694.36
CUS_0x150d,Costa Markl,38,868-87-6401,Writer,40085.46
CUS_0xb337,Wachtelx,38,368-00-3868,Manager,9917.025
CUS_0x334d,Bullm,23,609-56-6241,Entrepreneur,99237.75
CUS_0x90d8,,43,558-00-0738,Engineer,67930.88
CUS_0x884a,Margaretk,31,075-08-4605,Teacher,36707.7
CUS_0x4c87,Tarah,52,671-87-7765,Musician,8047801
CUS_0xc066,Victoria Bryanc,26,541-80-8668,Scientist,40255.56
CUS_0x5ecb,Flitterd,33,356-75-9183,Doctor,9015.625
CUS_0x51c9,Dinab,28,640-03-4819,Lawyer,105565.71
CUS_0x42a,Philt,15,033-52-4312,Lawyer,64923.04
CUS_0xbc04,Wachtelf,22,092-71-2457,Entrepreneur,70361.76
CUS_0x509e,,23,304-30-4564,Writer,16105.04
CUS_0xbd90,Jonathanv,47,500-94-1740,Lawyer,19749.315
CUS_0x8841,Nayako,53,648-37-6041,Mechanic,74366.94
CUS_0xc40f,,45,115-97-3102,Developer,8071.24
CUS_0x6172,Lefteris Papadimasd,31,794-09-7808,Manager,17091.96
CUS_0x56cf,Henrye,22,310-05-9951,Developer,29960.97
CUS_0x5915,Garimal,-500,307-35-3344,Lawyer,9313.8
CUS_0x3023,Stephenl,28,775-12-4739,Musician,32613.68
CUS_0xa493,,22,964-65-9900,Architect,57586.82_
CUS_0x169c,Kevin Grayy,45,329-30-2891,_______,11646.925
CUS_0x406e,Lucia Mutikanik,54,178-31-4896,Journalist,22434.16
CUS_0x3a93, Mattr,19,892-22-1956,Mechanic,15411.93
CUS_0x2a5d,Carolinem,16,161-17-6771,Musician,95610.81
CUS_0x2cc2,Miyoung Kime,29,235-51-5174,Writer,39566.48_
CUS_0x673c,Elziot,40,438-26-7574,Scientist,58596.3
CUS_0x5a77,Alistairf,43,234-41-6154,Lawyer,28716
CUS_0x3c90,A.u,18,337-71-0334,Doctor,19125.75
CUS_0x80d8,Woodallg,24_,879-65-6545,_______,111845.6
CUS_0x92df,Kajimotoh,31,756-71-3400,Accountant,20168.99
CUS_0xb0e5,Laurar,41,934-39-5678,Mechanic,17908.01
CUS_0xa08e,Philipw,42,168-64-8956,Doctor,18202.235
CUS_0x4a0d,Luciaw,26,129-01-2521,Scientist,35038.35_
CUS_0xbec6,Nicolaf,-500,675-02-4667,Mechanic,84215.13
CUS_0x5a2f,Mutikaniv,18,392-01-5767,_______,14020.86
CUS_0x4838,Rodrigom,20,082-10-7518,Musician,103007.7
CUS_0x96fa,Jennifer Ablanz,24,982-36-4500,Writer,69740.96
CUS_0x1290,Pattanaikb,30,922-15-4739,Architect,10455.875
CUS_0x5ffa,Vaughanh,25,468-07-7694,Lawyer,20099.99_
CUS_0x8dfe,Kellyx,43,055-37-6531,Teacher,115379.64
CUS_0x67e4,Vidya Ranganathanb,28,295-57-0333,Media_Manager,50493.8
CUS_0x7044,Nickc,26,374-75-3841,Media_Manager,59505.12
CUS_0x872e,LaCaprat,36,813-58-4393,Doctor,56169.54
CUS_0x60aa,Semerarov,37,812-89-6483,Lawyer,8058.875
CUS_0x9233,Jebw,17,467-66-3762,Media_Manager,18256.6
CUS_0x3fdf,Martin Santah,37,602-65-7715,Developer,8475.375_
CUS_0x9a4f,Lisa Richwinen,29,509-08-5237,Entrepreneur,93363.45
CUS_0x9836,N.k,26,079-48-0859,Scientist,26013.73
CUS_0x5eec,Sophie Sassardr,48,481-18-2270,Mechanic,97609.35_
CUS_0xc258,Navachs,24,921-61-1717,Teacher,100713.72
CUS_0x9976,Hetznerd,23,933-45-8852,Lawyer,31182.38
CUS_0xb645,Michaele,37,331-75-9263,Engineer,55071.72
CUS_0xa3db,Euan Rochap,14,736-80-3805,Accountant,18290.03_
CUS_0x8e50,Sinead Carewp,37_,052-30-0753,Musician,15597.31
CUS_0x5bad,Steve Slatero,49,358-46-9187,Lawyer,36535.57_
CUS_0x5b2f,arry Moodyq,41,676-86-4432,Engineer,15957.41
CUS_0x8bdf,Kylei,45,676-82-0055,Musician,9857.29
CUS_0xbd4a,Brx,32,309-78-0181,Entrepreneur,112990.08
CUS_0x2c3e,Holly,32,803-62-3706,_______,12426.29
CUS_0x9f55,Foos,19,507-29-6608,_______,14774.495
CUS_0x785,Patricia Duarten,43,949-02-1723,_______,100536.2_
CUS_0x6fff,Nivedita Bhattacharjeez,21,738-16-5399,Scientist,43925.88
CUS_0xbb9a,Peterd,27,798-84-4509,Lawyer,20434.595
CUS_0x5978,Dan Levineb,34,763-74-8586,Doctor,8170.725
CUS_0x8b38,Rothackerq,28_,872-37-5162,Entrepreneur,121933.2
CUS_0x4bcf,Maloned,46,739-73-1176,Engineer,42024.21
CUS_0x3b46,Paulu,37,031-66-3945,Doctor,119005.6
CUS_0x6bda,Ryan Vlastelicat,33,928-87-1423,Scientist,42515.6
CUS_0xcfc,Catherine Bosleyz,31,#F%$D@*&8,Engineer,15330.305
CUS_0xc0af,Michael Martinaj,32,723-06-5026,Developer,14126.68
CUS_0xb6e7,Kevini,26,722-98-5151,Engineer,15135.3
CUS_0x51fe,,44,871-93-0711,Developer,31752.1
CUS_0x54b3,Kristent,43,438-82-2211,Scientist,53146.47
CUS_0x48a6,Paola Arosiod,34,437-08-1423,Architect,14691.485
CUS_0x5dd3,Carolinek,18,715-18-8451,Architect,41188.92
CUS_0x1f36,Ingramj,25,263-16-8350,Scientist,33455.64
CUS_0xb9c9,Lucianab,19,375-46-0915,Architect,19575.89
CUS_0x867a,Weirf,32,061-69-2674,_______,80394.72
CUS_0x666b,Herbst-Baylissq,43,949-63-3125,Media_Manager,20159.39
CUS_0x3a86,,43,491-96-7774,Manager,61955.82
CUS_0x8a9c,Garciak,47,203-00-8741,Accountant,148570.8
CUS_0x81ee,Liana B.f,22_,992-84-5158,Doctor,7664.42
CUS_0x7ea0,Timothyr,27,944-28-2927,Musician,20273.53
CUS_0x8990,Nate Raymondu,53,284-65-3957,Journalist,43220.64
CUS_0x7f70,Stephenx,53,878-29-0780,Journalist,49962.42
CUS_0x9122,Stanley Whitei,36,975-98-6988,Engineer,19773.56
CUS_0x9762,Cyril Altmeyere,53,369-44-6475,Writer,35664.72
CUS_0x344a,Philip Blenkinsopw,39,869-92-2559,Teacher,14210.27_
CUS_0x3554,Lynchy,36,109-59-0887,Manager,10112.045_
CUS_0x4c71,,54,267-92-2329,Entrepreneur,32227.77
CUS_0x4fee,Salioux,25,791-20-6533,Musician,33101.56
CUS_0x5087,Jonathana,31,898-20-2778,_______,46297.44
CUS_0x36d3,Ronald Groverz,34,806-65-8621,Teacher,108361.32
CUS_0x81d6,Dianea,27,359-78-1565,Developer,34762.98
CUS_0x6ae2,Kyleq,35,875-53-5736,Writer,37579.75
CUS_0x2342,Youngd,46,568-57-8267,_______,22961.35
CUS_0x6b35,Berkowitzf,19_,747-34-6406,Developer,7908.935
CUS_0x235a,Guttermang,22,830-22-8518,Architect,33911.02
CUS_0xb0e8,Foo Yune,5712,049-96-7407,Developer,26921.13
CUS_0x41ee,Alice Baghdjianq,21,439-38-8702,Entrepreneur,56668.5
CUS_0x85f1,Danubratau,31,734-98-5113,Teacher,45109.52
CUS_0x9340,Tim Castlet,21,310-19-8594,Musician,126262.12
CUS_0x94ef,Gernot Hellero,37,604-49-3106,Teacher,15950.43_
CUS_0x15b4,Virkid,22,648-00-4817,Musician,106168.77
CUS_0xc26a,Luke Bakerr,39,031-93-1916,Mechanic,37080.88
CUS_0x80ce,Nishantx,49,635-01-2991,Engineer,31653.01
CUS_0x41eb,Lianaa,31,901-83-8493,Journalist,65498.88
CUS_0x84cc,Pedrol,32,241-89-4857,Writer,38364.56
CUS_0x2bf6,Jed Horowitzt,37,087-74-0376,Scientist,59319.42
CUS_0x5fc6,Lynchw,33,073-43-7459,Media_Manager,114004.84
CUS_0x8d04,Richardg,40,991-06-7515,Musician,53152
CUS_0x7011,Rodrigoi,26,958-60-8128,_______,16945.21
CUS_0x2f86,Edward Tayloru,26,974-87-0253,Teacher,7569.055
CUS_0x75f2,Deepap,30,214-89-1579,Teacher,44982.74
CUS_0x7a8e,Wanfeng Zhoug,44,113-27-5219,_______,42311.16
CUS_0x4394,Lez,27,562-18-2327,Scientist,16974.83
CUS_0x2f7d,Lawderu,51,806-04-3537,Scientist,90960.56
CUS_0x1920,Robertp,41,350-32-7099,Scientist,20328.25
CUS_0x3faa,Lynchh,17,337-64-7215,Writer,73049.36
CUS_0x4ebf,ewichn,44,372-76-7434,Journalist,63382.56
CUS_0x438d,Kimf,19,781-87-1917,Media_Manager,108782.52
CUS_0xc265,Grahams,47,066-65-8508,Musician,30564.65
CUS_0x4ee9,Dayw,21,603-95-6149,Media_Manager,35329.84
CUS_0x55eb,Sujata Raom,17,632-51-7068,Journalist,8205.14
CUS_0x98ed,Tracym,31,#F%$D@*&8,Journalist,22229.06
CUS_0x4f3b,Karen Freifeldi,51_,360-58-3081,Accountant,44551.13
CUS_0x966b,Anau,38,941-68-5443,Scientist,32955.92
CUS_0xb83e,Gergely Szakacsk,5868,200-64-0969,Doctor,65671.98
CUS_0x5cac,Richardv,24,440-50-2913,Mechanic,19070.065
CUS_0xc29e,Dhanyai,45,467-13-5970,Accountant,28566.01
CUS_0x2dec,Harich and,21,043-92-0360,Accountant,7698.58
CUS_0x22b9,David Millikenu,45,444-45-1931,Lawyer,9856.98
CUS_0xc669,Arakalil,16,946-81-7489,Doctor,39797.06_
CUS_0x525f,Rochal,36,085-73-3755,Teacher,62953.95
CUS_0x6ba,Richard Leongu,24,669-57-9425,Developer,58162.12
CUS_0x895d,Soyoung Kimg,31,850-31-2772,Writer,30638.93
CUS_0x6ee0,,29,352-17-4274,Accountant,8333.545
CUS_0xa55e,Deepa Seetharamanx,45,557-73-9968,Architect,132314.44
CUS_0xbb85,Daniel Flynnx,41,574-70-6565,Scientist,93196.41
CUS_0x821,Dixont,46,420-43-8481,_______,119885.44
CUS_0x6603,,25,826-47-3171,Accountant,88581.48
CUS_0x80b7,Ernestl,14,739-39-9305,Architect,62646.42
CUS_0x6b0c,,54,772-15-3100,Lawyer,17934.895
CUS_0xa290,Richard Cowanb,50,498-02-5560,Media_Manager,102940.53
CUS_0x737a,Toml,28,643-54-4901,Engineer,142277.72
CUS_0x77b6,,38,032-39-0193,Manager,39994.31
CUS_0x93f4,Guptao,37,586-25-7492,Teacher,16580.73
CUS_0x9275,Deepa Seetharamanl,23,143-85-0520,Developer,30370.09
CUS_0x7a51,George Georgiopoulosd,37,098-81-6499,Writer,19740.04
CUS_0xc12f,,36,090-99-2550,Entrepreneur,131165.24
CUS_0x88e5,Poornima Guptav,24,680-32-0710,Accountant,112882.68
CUS_0x5121,Steve Slatera,43,730-95-1822,_______,98112.03
CUS_0x87d5,N.w,1785,737-08-2499,Writer,16582.94
CUS_0xa394,,32,364-16-0033,Engineer,19487.775
CUS_0xa279,Miedemac,36,845-19-4481,Developer,27113.76
CUS_0x1638,Langeu,27,419-04-0207,Lawyer,32370.6
CUS_0x1bc4,asil Katzg,49,179-87-9194,_______,31638.5_
CUS_0x603a,Peter Maushageng,33,042-56-4117,Doctor,19123.56
CUS_0xa84d,Peter Griffithso,41,814-82-9218,Teacher,115810.56
CUS_0x6b6e,Gregq,38,055-52-3236,Scientist,19815.44
CUS_0x8870,inig,41,549-65-3683,Manager,122426.2
CUS_0x501c,Basesx,32,918-33-6747,Lawyer,16383.26
CUS_0x69df,Noriyuki Hiratam,32,191-88-3581,Scientist,35229.28
CUS_0xb22f,Prashantr,24,#F%$D@*&8,Writer,34566
CUS_0x98c2,Stampp,36,457-88-9588,_______,48646.5
CUS_0x17c5,Ayesha Rascoek,42,676-90-9901,Engineer,42265.53
CUS_0x9416,Bullj,30,757-14-4155,Writer,20479.75
CUS_0x845d,Aubinx,46,694-27-8258,Accountant,23550326
CUS_0x3806,Lucianaj,43,193-16-3893,Architect,8381.195
CUS_0x7033,Siegf,27,752-31-2282,Journalist,44657.68
CUS_0x581b,Camposi,22,919-59-4971,Media_Manager,12860.695
CUS_0x5234,John McCrankf,55,072-13-6258,Manager,107193.88
CUS_0x919a,Kiharar,18,#F%$D@*&8,Doctor,25994.56
CUS_0x61c6,Suvashreel,29,432-36-1459,Musician,125456.44
CUS_0x9694,,-500,798-43-1227,Entrepreneur,46107.16
CUS_0x14b9,Silvia Aloisit,30,035-83-1012,Architect,30383.36
CUS_0x6915,Lashb,16,533-80-5681,Musician,15862.01_
CUS_0x9bb4,Alwyns,27_,049-55-8216,Journalist,59247
CUS_0x6cec,,19,208-12-1974,Writer,78208.96
CUS_0x3551,Sarahy,19,162-44-5518,Mechanic,19797.56
CUS_0xc48d,,38,525-99-8031,Writer,32579
CUS_0x932,Diane Bartzy,35,417-95-0656,Writer,75306.68
CUS_0x63af,Barkine,24,368-67-4929,Lawyer,91019.19
CUS_0xc2dd,Barbashk,21,813-68-9184,Architect,25433.4
CUS_0x4972,Dhanyax,21,148-03-8586,Accountant,18738.44
CUS_0x2d76,Martinnee,50,035-96-6628,Accountant,48615.22
CUS_0x347b,Doug Palmerb,29,812-16-1638,Engineer,17816.79
CUS_0x55b3,,29,505-50-3068,Journalist,19606.68
CUS_0xb59e,"OBoyle""v",30,441-33-4436,Lawyer,23317.74
CUS_0xbcdd,Ryanr,43,551-45-1558,Entrepreneur,17286.51
CUS_0xf84,,34,618-81-3518,Lawyer,17260.57
CUS_0x67ec,Deepav,41,639-39-0670,Architect,77245.47
CUS_0x51b9,Adlerd,17,296-46-5676,Journalist,8220.625
CUS_0x8b78,Hoekstray,54,267-33-6948,Writer,80027.68
CUS_0x8823,,54,220-68-1404,Musician,94639.11
CUS_0x5aa7,Manuelak,46,443-67-6181,Journalist,21252.83
CUS_0x2778,Vlastelicav,40,531-52-1668,Developer,59453.48
CUS_0x8786,Jessica Toonkelq,39,012-61-9198,Scientist,77095.8
CUS_0xc6c3,Stuart Grudgingst,21,632-85-4331,Accountant,43729.32
CUS_0xba2a,Sagarika Jaisinghaniu,6731,832-73-8880,Journalist,33208.01
CUS_0xb61a,,44,993-89-4367,Writer,82934.76
CUS_0x7392,Saraha,55,535-21-2576,Journalist,31226.77
CUS_0x21c1,Roumeliotisf,52,233-84-3507,Architect,107280.66
CUS_0x7699,Miyoungx,22,152-69-5817,Developer,157299.48
CUS_0x508c,Wahbap,48,#F%$D@*&8,_______,28420.92
CUS_0xba01,Muhammad Subarkahy,40,685-80-6053,Musician,17844.81
CUS_0xc1d7,Karen Jacobsj,24,905-30-7439,Musician,152947.12
CUS_0x6b4d,Kirstenx,36,901-60-2835,Media_Manager,47458.54_
CUS_0x679e,McCrankm,18,733-65-8835,Teacher,29258.69
CUS_0x69a2,Matt Scuffhamd,24,#F%$D@*&8,Scientist,32669.33_
CUS_0xdf5,Sarahy,19,780-69-0619,Doctor,21153.98
CUS_0x4056,Frankelb,45,077-34-1491,Developer,71842.8
CUS_0x6a27,,23,607-78-8122,Architect,19890.14_
CUS_0x4c64,,51,574-11-4911,Teacher,39057.08
CUS_0xaabb,Matte,43,432-34-3192,Teacher,8265.3
CUS_0x3b4f,Aditir,25,090-15-8892,Manager,17965.72
CUS_0x421d,Wilchinsv,21,026-17-5849,_______,49675.38
CUS_0x2881,Alex Lawlerc,25,917-87-8940,Accountant,41360.3
CUS_0x1aaf,Swatiu,24,750-26-4712,Engineer,42474.48
CUS_0x61ba,Ilainap,37,778-88-8851,Entrepreneur,71111.1
CUS_0xbfb5,Hughesl,44,338-98-2471,Accountant,92561.2
CUS_0x6dd3,Robinw,53,111-44-1332,Scientist,26693.06
CUS_0x9e43,LaCaprak,18,384-48-7123,_______,16310.84
CUS_0x6420,Lasho,31,313-22-4562,Teacher,19077.25
CUS_0x3f75,Nigelr,54,841-56-7167,Media_Manager,5762744
CUS_0xb001,,36,130-15-7471,Scientist,148729.12
CUS_0x82b6,Stempelx,31,883-00-8749,Scientist,58765.53
CUS_0x23b9,,41,671-79-4575,Lawyer,22125.96
CUS_0x25e3,Hirschlerz,30,177-35-0873,Journalist,75354.48
CUS_0x663d,Onstadi,41,320-70-8885,Writer,60106.11
CUS_0x6f11,Oliviaj,26,881-68-5762,Developer,30815.44
CUS_0x30f8,Jonathany,49,894-72-5781,Writer,35139.27
CUS_0x79bc,Janeman Latulf,14,458-57-3822,Doctor,20986.84
CUS_0xfac,Gregv,32,058-63-9425,Manager,20908.12
CUS_0x1c65,Kubotay,24,238-12-2167,_______,90783.75
CUS_0x62d7,Yunw,24_,986-07-4110,Engineer,56387.92
CUS_0xc4dd,Matthias Blamonts,29,037-87-8652,Musician,17943.38
CUS_0x5a8b,en Berkowitzh,39,127-28-6453,Teacher,41771.88
CUS_0x23a4,Ronald Groverj,42,381-82-1832,Lawyer,53876.88
CUS_0x7e76,Emmanuel Olaoyec,37,650-77-3931,Teacher,87629.7
CUS_0xc48b,Koh Guig,24,646-19-1536,Entrepreneur,14539.01
CUS_0x265a,Piersonf,41_,475-48-0414,_______,56270.46
CUS_0x715e,Langeg,18,474-39-3036,Musician,17560.74
CUS_0x9a93,John Ruwitcha,54,803-10-0905,Journalist,30412.85
CUS_0xa570,David Stanwaym,34,772-62-5695,Writer,9999.42
CUS_0x4fc1,Melindad,51,945-39-2972,Writer,133424.52
CUS_0xb57b,Joseph Axp,46,891-87-0301,Accountant,22407.57
CUS_0x78a7,Lynchf,51,561-74-1832,Lawyer,140357.32
CUS_0x4340,Tomw,20,568-75-9435,Teacher,66061.04
CUS_0x6568,,27,956-80-0633,Lawyer,38493.68_
CUS_0x1c9c,Dougq,27,564-26-6994,Musician,64425.78
CUS_0x980b,Tanyaf,35,331-56-3918,Doctor,147048.8
CUS_0x3c51,Lesleyd,51,455-21-1131,Media_Manager,21662.395_
CUS_0x2f38,Tonya,19,#F%$D@*&8,Teacher,125854.12
CUS_0x73ae,Alan Wheatleyx,14,357-90-6128,Entrepreneur,64815.64
CUS_0x6793,Jonathann,32_,201-71-4544,Manager,94609.02_
CUS_0x1236,Felsenthalq,24,144-88-9752,_______,8750127
CUS_0x9382,Morrisf,14,005-16-5195,Writer,18884552
CUS_0x6590,Hurleyz,38,059-11-3992,Mechanic,33002.23
CUS_0x2301,Katyaj,44,206-55-6571,Doctor,27597.71
CUS_0x2bfb,ernieh,24,627-00-9103,Engineer,15875.55
CUS_0x6db3,Alan Wheatleyr,33,588-36-6834,_______,19667.73
CUS_0x9f6c,,23,765-21-4223,Accountant,38049.96
CUS_0x4b5e,,25,272-77-3454,Scientist,85721.82
CUS_0x987d,Argin Changy,27,235-10-4940,_______,21060.63
CUS_0x2bf3,Suen,46,491-94-9987,_______,122658.64
CUS_0xb7f7,Robiny,23,447-43-3640,_______,66250.64
CUS_0xaa29,Lindap,2276,794-72-8882,Writer,17258.715
CUS_0x45cc,Jonesu,38,687-09-1058,Entrepreneur,15251.19
CUS_0x50e1,Rodrigoc,38,894-78-9681,Scientist,16046.49
CUS_0x2059,Am ay,48,681-85-9527,Journalist,121503.72
CUS_0x4c09,Edward Taylorh,32_,271-16-7396,Mechanic,128501.8
CUS_0x3a50,Jennifera,35,961-89-2245,Entrepreneur,8308.13_
CUS_0xd20,Jeffsv,21,273-87-4456,Journalist,25527.32
CUS_0x6c8f,Caroline Valetkevitchb,46_,079-46-2572,Writer,31029.87
CUS_0x1fc1,Deightonp,46_,517-59-6831,Doctor,31501.87
CUS_0xa936,Taroj,20,217-12-4152,Writer,131488.44
CUS_0xb888,Frank Jackb,37,922-43-4216,Engineer,10189.235
CUS_0x9684,Pa,38,169-39-0733,Developer,15108.07
CUS_0x12ec,Guptax,41,836-23-7353,Scientist,45675
CUS_0x419d,Christiaan Hetznerj,17_,#F%$D@*&8,Developer,35662.88
CUS_0x2646,ewich Billk,45,261-90-8736,Journalist,7807.285
CUS_0xa234,Suzanne Barlynb,15_,668-83-2972,Media_Manager,132265.36
CUS_0xc734,,3891,946-82-3382,Media_Manager,27305.93
CUS_0x6694,Duvernoyt,26_,822-69-2443,Accountant,17794.98
CUS_0x3d76,B.c,29,479-80-1683,Journalist,25145.36
CUS_0x7180,Lorraine Turneru,20,729-89-1122,Accountant,8373.24
CUS_0xa465,,32,762-10-5895,Engineer,34433.04
CUS_0xa57b,Temple-Westi,28,872-67-1118,Teacher,20616.63
CUS_0x268d,Mikei,29,155-62-2004,Architect,32842.44
CUS_0xbef3,Abboudq,22,239-39-4735,Manager,9155.455
CUS_0x5d1a,Mattd,30,825-11-2838,Architect,40115.26
CUS_0x51c0,Yoox,32,591-34-8676,Mechanic,14834.98
CUS_0x3db1,Timz,43,091-80-2935,Journalist,35871.7
CUS_0x8c39,env,35,947-41-5130,Entrepreneur,58955.56
CUS_0x17c4,,27,556-40-1723,Teacher,16962.91
CUS_0x9469,Mutikanix,26,517-43-4607,Accountant,28582.04
CUS_0x520a,Matt Scuffhamw,25,175-12-3956,Media_Manager,14544.27
CUS_0x39e5,William Jamesl,16,#F%$D@*&8,Accountant,19895.9
CUS_0x9443,ena,24,105-69-3347,Doctor,8204.11
CUS_0xba97,Nguiu,43,804-73-5989,Media_Manager,45033.54
CUS_0x9051,Stephenf,24,256-80-8294,Journalist,17613.49
CUS_0x661d,Jimm,25,#F%$D@*&8,Journalist,52454.79
CUS_0x1100,Kaorif,21,545-19-6617,Accountant,43062.54
CUS_0xb07d,Georgina Prodhanz,24,187-48-0283,Developer,84127.96
CUS_0xc5ea,Luciana Lopezv,26,596-35-4652,Writer,21301.19
CUS_0x239e,Ann Saphirs,35,867-85-4862,Musician,14390.16
CUS_0xb436,Simonn,25,941-83-2392,Entrepreneur,62854.98
CUS_0xb611,Margaret Chadbournl,19,503-24-0808,Musician,17951.715
CUS_0x78ca,Oreskovicp,53,030-35-7644,Journalist,35812.34
CUS_0x557f,Kimc,20,574-13-2899,Developer,83204.52
CUS_0x9692,Stevek,23,556-37-4559,Scientist,138395
CUS_0x8546,,43,715-48-9784,Journalist,79172.08_
CUS_0x9942,Guernigouh,41,592-72-0472,Teacher,54491.84
CUS_0x4544,Karenj,33,492-01-8431,Media_Manager,17224.395
CUS_0xb8a3,Taylort,30,959-36-9830,Lawyer,38310.6
CUS_0xa50e,Douweq,35,253-30-1664,Journalist,125264.96
CUS_0x5b8c,Jessica Wohle,53,022-86-4566,Lawyer,97536.09
